"archive_path","archive_group","archive_stem","numeric_id","archive_role","size_bytes","reason"
"ch/211146_vfx.arc","ch","211146_vfx","211146","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211146.arc","ch","211146","211146","base","62160","not_present_in_gbm_archive_lookup_index"
"ch/211147_vfx.arc","ch","211147_vfx","211147","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211147.arc","ch","211147","211147","base","62160","not_present_in_gbm_archive_lookup_index"
"ch/211148_vfx.arc","ch","211148_vfx","211148","vfx","373792","not_present_in_gbm_archive_lookup_index"
"ch/211148.arc","ch","211148","211148","base","45344","not_present_in_gbm_archive_lookup_index"
"ch/211149_vfx.arc","ch","211149_vfx","211149","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211149.arc","ch","211149","211149","base","55816","not_present_in_gbm_archive_lookup_index"
"ch/211150_vfx.arc","ch","211150_vfx","211150","vfx","373752","not_present_in_gbm_archive_lookup_index"
"ch/211150.arc","ch","211150","211150","base","58648","not_present_in_gbm_archive_lookup_index"
"ch/211151_vfx.arc","ch","211151_vfx","211151","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211151.arc","ch","211151","211151","base","57032","not_present_in_gbm_archive_lookup_index"
"ch/211153_vfx.arc","ch","211153_vfx","211153","vfx","373576","not_present_in_gbm_archive_lookup_index"
"ch/211153.arc","ch","211153","211153","base","34448","not_present_in_gbm_archive_lookup_index"
"ch/211154_vfx.arc","ch","211154_vfx","211154","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211154.arc","ch","211154","211154","base","65032","not_present_in_gbm_archive_lookup_index"
"ch/211155_vfx.arc","ch","211155_vfx","211155","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211155.arc","ch","211155","211155","base","69000","not_present_in_gbm_archive_lookup_index"
"ch/211156_vfx.arc","ch","211156_vfx","211156","vfx","366016","not_present_in_gbm_archive_lookup_index"
"ch/211156.arc","ch","211156","211156","base","63056","not_present_in_gbm_archive_lookup_index"
"ch/211157_vfx.arc","ch","211157_vfx","211157","vfx","377104","not_present_in_gbm_archive_lookup_index"
"ch/211157.arc","ch","211157","211157","base","49328","not_present_in_gbm_archive_lookup_index"
"ch/211158_vfx.arc","ch","211158_vfx","211158","vfx","388280","not_present_in_gbm_archive_lookup_index"
"ch/211158.arc","ch","211158","211158","base","90312","not_present_in_gbm_archive_lookup_index"
"ch/211200_vfx.arc","ch","211200_vfx","211200","vfx","384824","not_present_in_gbm_archive_lookup_index"
"ch/211200.arc","ch","211200","211200","base","85424","not_present_in_gbm_archive_lookup_index"
"ch/211201_vfx.arc","ch","211201_vfx","211201","vfx","329608","not_present_in_gbm_archive_lookup_index"
"ch/211201.arc","ch","211201","211201","base","96248","not_present_in_gbm_archive_lookup_index"
"ch/211202_vfx.arc","ch","211202_vfx","211202","vfx","382528","not_present_in_gbm_archive_lookup_index"
"ch/211202.arc","ch","211202","211202","base","89608","not_present_in_gbm_archive_lookup_index"
"ch/211203_vfx.arc","ch","211203_vfx","211203","vfx","385912","not_present_in_gbm_archive_lookup_index"
"ch/211203.arc","ch","211203","211203","base","55208","not_present_in_gbm_archive_lookup_index"
"ch/211204_vfx.arc","ch","211204_vfx","211204","vfx","381200","not_present_in_gbm_archive_lookup_index"
"ch/211204.arc","ch","211204","211204","base","68472","not_present_in_gbm_archive_lookup_index"
"ch/211205_vfx.arc","ch","211205_vfx","211205","vfx","378352","not_present_in_gbm_archive_lookup_index"
"ch/211205.arc","ch","211205","211205","base","61352","not_present_in_gbm_archive_lookup_index"
"ch/211206_vfx.arc","ch","211206_vfx","211206","vfx","382432","not_present_in_gbm_archive_lookup_index"
"ch/211206.arc","ch","211206","211206","base","63144","not_present_in_gbm_archive_lookup_index"
"ch/211207_vfx.arc","ch","211207_vfx","211207","vfx","350920","not_present_in_gbm_archive_lookup_index"
"ch/211207.arc","ch","211207","211207","base","66680","not_present_in_gbm_archive_lookup_index"
"ch/211208_vfx.arc","ch","211208_vfx","211208","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211208.arc","ch","211208","211208","base","67168","not_present_in_gbm_archive_lookup_index"
"ch/211209_vfx.arc","ch","211209_vfx","211209","vfx","380648","not_present_in_gbm_archive_lookup_index"
"ch/211209.arc","ch","211209","211209","base","64288","not_present_in_gbm_archive_lookup_index"
"ch/211211_vfx.arc","ch","211211_vfx","211211","vfx","378352","not_present_in_gbm_archive_lookup_index"
"ch/211211.arc","ch","211211","211211","base","67280","not_present_in_gbm_archive_lookup_index"
"ch/211212_vfx.arc","ch","211212_vfx","211212","vfx","382064","not_present_in_gbm_archive_lookup_index"
"ch/211212.arc","ch","211212","211212","base","75408","not_present_in_gbm_archive_lookup_index"
"ch/211213_vfx.arc","ch","211213_vfx","211213","vfx","382624","not_present_in_gbm_archive_lookup_index"
"ch/211213.arc","ch","211213","211213","base","47272","not_present_in_gbm_archive_lookup_index"
"ch/211214_vfx.arc","ch","211214_vfx","211214","vfx","378544","not_present_in_gbm_archive_lookup_index"
"ch/211214.arc","ch","211214","211214","base","71048","not_present_in_gbm_archive_lookup_index"
"ch/211216_vfx.arc","ch","211216_vfx","211216","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211216.arc","ch","211216","211216","base","64824","not_present_in_gbm_archive_lookup_index"
"ch/211217_vfx.arc","ch","211217_vfx","211217","vfx","380664","not_present_in_gbm_archive_lookup_index"
"ch/211217.arc","ch","211217","211217","base","84952","not_present_in_gbm_archive_lookup_index"
"ch/211220_vfx.arc","ch","211220_vfx","211220","vfx","380640","not_present_in_gbm_archive_lookup_index"
"ch/211220.arc","ch","211220","211220","base","80952","not_present_in_gbm_archive_lookup_index"
"ch/211221_vfx.arc","ch","211221_vfx","211221","vfx","378368","not_present_in_gbm_archive_lookup_index"
"ch/211221.arc","ch","211221","211221","base","49488","not_present_in_gbm_archive_lookup_index"
"ch/211223.arc","ch","211223","211223","base","52720","not_present_in_gbm_archive_lookup_index"
"ch/211239_vfx.arc","ch","211239_vfx","211239","vfx","385944","not_present_in_gbm_archive_lookup_index"
"ch/211239.arc","ch","211239","211239","base","55824","not_present_in_gbm_archive_lookup_index"
"ch/211240_vfx.arc","ch","211240_vfx","211240","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211240.arc","ch","211240","211240","base","62808","not_present_in_gbm_archive_lookup_index"
"ch/211241_vfx.arc","ch","211241_vfx","211241","vfx","378496","not_present_in_gbm_archive_lookup_index"
"ch/211241.arc","ch","211241","211241","base","62816","not_present_in_gbm_archive_lookup_index"
"ch/211243_vfx.arc","ch","211243_vfx","211243","vfx","380664","not_present_in_gbm_archive_lookup_index"
"ch/211243.arc","ch","211243","211243","base","81656","not_present_in_gbm_archive_lookup_index"
"ch/211244_vfx.arc","ch","211244_vfx","211244","vfx","379352","not_present_in_gbm_archive_lookup_index"
"ch/211244.arc","ch","211244","211244","base","94952","not_present_in_gbm_archive_lookup_index"
"ch/211245_vfx.arc","ch","211245_vfx","211245","vfx","378376","not_present_in_gbm_archive_lookup_index"
"ch/211245.arc","ch","211245","211245","base","74912","not_present_in_gbm_archive_lookup_index"
"ch/211246_vfx.arc","ch","211246_vfx","211246","vfx","382624","not_present_in_gbm_archive_lookup_index"
"ch/211246.arc","ch","211246","211246","base","51816","not_present_in_gbm_archive_lookup_index"
"ch/211247_vfx.arc","ch","211247_vfx","211247","vfx","390808","not_present_in_gbm_archive_lookup_index"
"ch/211247.arc","ch","211247","211247","base","120048","not_present_in_gbm_archive_lookup_index"
"ch/211248_vfx.arc","ch","211248_vfx","211248","vfx","377448","not_present_in_gbm_archive_lookup_index"
"ch/211248.arc","ch","211248","211248","base","75040","not_present_in_gbm_archive_lookup_index"
"ch/211249_vfx.arc","ch","211249_vfx","211249","vfx","378560","not_present_in_gbm_archive_lookup_index"
"ch/211249.arc","ch","211249","211249","base","67128","not_present_in_gbm_archive_lookup_index"
"ch/211250_vfx.arc","ch","211250_vfx","211250","vfx","380880","not_present_in_gbm_archive_lookup_index"
"ch/211250.arc","ch","211250","211250","base","84184","not_present_in_gbm_archive_lookup_index"
"ch/211251_vfx.arc","ch","211251_vfx","211251","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211251.arc","ch","211251","211251","base","81960","not_present_in_gbm_archive_lookup_index"
"ch/211300_vfx.arc","ch","211300_vfx","211300","vfx","311168","not_present_in_gbm_archive_lookup_index"
"ch/211300.arc","ch","211300","211300","base","104968","not_present_in_gbm_archive_lookup_index"
"ch/211301_vfx.arc","ch","211301_vfx","211301","vfx","318688","not_present_in_gbm_archive_lookup_index"
"ch/211301.arc","ch","211301","211301","base","96272","not_present_in_gbm_archive_lookup_index"
"ch/211302_vfx.arc","ch","211302_vfx","211302","vfx","323280","not_present_in_gbm_archive_lookup_index"
"ch/211302.arc","ch","211302","211302","base","52720","not_present_in_gbm_archive_lookup_index"
"ch/211303_vfx.arc","ch","211303_vfx","211303","vfx","396312","not_present_in_gbm_archive_lookup_index"
"ch/211303.arc","ch","211303","211303","base","65520","not_present_in_gbm_archive_lookup_index"
"ch/211304_vfx.arc","ch","211304_vfx","211304","vfx","322736","not_present_in_gbm_archive_lookup_index"
"ch/211304.arc","ch","211304","211304","base","65288","not_present_in_gbm_archive_lookup_index"
"ch/211305_vfx.arc","ch","211305_vfx","211305","vfx","347056","not_present_in_gbm_archive_lookup_index"
"ch/211305.arc","ch","211305","211305","base","76136","not_present_in_gbm_archive_lookup_index"
"ch/211306_vfx.arc","ch","211306_vfx","211306","vfx","336216","not_present_in_gbm_archive_lookup_index"
"ch/211306.arc","ch","211306","211306","base","66744","not_present_in_gbm_archive_lookup_index"
"ch/211307_vfx.arc","ch","211307_vfx","211307","vfx","346952","not_present_in_gbm_archive_lookup_index"
"ch/211307.arc","ch","211307","211307","base","98048","not_present_in_gbm_archive_lookup_index"
"ch/211309_vfx.arc","ch","211309_vfx","211309","vfx","317480","not_present_in_gbm_archive_lookup_index"
"ch/211309.arc","ch","211309","211309","base","92016","not_present_in_gbm_archive_lookup_index"
"ch/211310_vfx.arc","ch","211310_vfx","211310","vfx","262688","not_present_in_gbm_archive_lookup_index"
"ch/211310.arc","ch","211310","211310","base","73392","not_present_in_gbm_archive_lookup_index"
"ch/211311_vfx.arc","ch","211311_vfx","211311","vfx","319080","not_present_in_gbm_archive_lookup_index"
"ch/211311.arc","ch","211311","211311","base","99216","not_present_in_gbm_archive_lookup_index"
"ch/211312_vfx.arc","ch","211312_vfx","211312","vfx","317640","not_present_in_gbm_archive_lookup_index"
"ch/211312.arc","ch","211312","211312","base","72560","not_present_in_gbm_archive_lookup_index"
"ch/211313_vfx.arc","ch","211313_vfx","211313","vfx","334760","not_present_in_gbm_archive_lookup_index"
"ch/211313.arc","ch","211313","211313","base","82808","not_present_in_gbm_archive_lookup_index"
"ch/211314_vfx.arc","ch","211314_vfx","211314","vfx","317672","not_present_in_gbm_archive_lookup_index"
"ch/211314.arc","ch","211314","211314","base","68832","not_present_in_gbm_archive_lookup_index"
"ch/211315_vfx.arc","ch","211315_vfx","211315","vfx","365288","not_present_in_gbm_archive_lookup_index"
"ch/211315.arc","ch","211315","211315","base","85280","not_present_in_gbm_archive_lookup_index"
"ch/211400_vfx.arc","ch","211400_vfx","211400","vfx","161792","not_present_in_gbm_archive_lookup_index"
"ch/211400.arc","ch","211400","211400","base","86800","not_present_in_gbm_archive_lookup_index"
"ch/211401_vfx.arc","ch","211401_vfx","211401","vfx","163408","not_present_in_gbm_archive_lookup_index"
"ch/211401.arc","ch","211401","211401","base","60552","not_present_in_gbm_archive_lookup_index"
"ch/211402_vfx.arc","ch","211402_vfx","211402","vfx","193008","not_present_in_gbm_archive_lookup_index"
"ch/211402.arc","ch","211402","211402","base","77992","not_present_in_gbm_archive_lookup_index"
"ch/211403_vfx.arc","ch","211403_vfx","211403","vfx","161904","not_present_in_gbm_archive_lookup_index"
"ch/211403.arc","ch","211403","211403","base","80728","not_present_in_gbm_archive_lookup_index"
"ch/211404_vfx.arc","ch","211404_vfx","211404","vfx","162096","not_present_in_gbm_archive_lookup_index"
"ch/211404.arc","ch","211404","211404","base","65424","not_present_in_gbm_archive_lookup_index"
"ch/211405_vfx.arc","ch","211405_vfx","211405","vfx","162096","not_present_in_gbm_archive_lookup_index"
"ch/211405.arc","ch","211405","211405","base","78032","not_present_in_gbm_archive_lookup_index"
"ch/211406_vfx.arc","ch","211406_vfx","211406","vfx","138128","not_present_in_gbm_archive_lookup_index"
"ch/211406.arc","ch","211406","211406","base","73496","not_present_in_gbm_archive_lookup_index"
"ch/211407_vfx.arc","ch","211407_vfx","211407","vfx","152808","not_present_in_gbm_archive_lookup_index"
"ch/211407.arc","ch","211407","211407","base","84656","not_present_in_gbm_archive_lookup_index"
"ch/211408_vfx.arc","ch","211408_vfx","211408","vfx","152776","not_present_in_gbm_archive_lookup_index"
"ch/211408.arc","ch","211408","211408","base","72192","not_present_in_gbm_archive_lookup_index"
"ch/211409_vfx.arc","ch","211409_vfx","211409","vfx","152760","not_present_in_gbm_archive_lookup_index"
"ch/211409.arc","ch","211409","211409","base","92744","not_present_in_gbm_archive_lookup_index"
"ch/211410_vfx.arc","ch","211410_vfx","211410","vfx","137904","not_present_in_gbm_archive_lookup_index"
"ch/211410.arc","ch","211410","211410","base","175232","not_present_in_gbm_archive_lookup_index"
"ch/211411_vfx.arc","ch","211411_vfx","211411","vfx","137960","not_present_in_gbm_archive_lookup_index"
"ch/211411.arc","ch","211411","211411","base","94568","not_present_in_gbm_archive_lookup_index"
"ch/211412_vfx.arc","ch","211412_vfx","211412","vfx","138272","not_present_in_gbm_archive_lookup_index"
"ch/211412.arc","ch","211412","211412","base","110768","not_present_in_gbm_archive_lookup_index"
"ch/211413_vfx.arc","ch","211413_vfx","211413","vfx","138256","not_present_in_gbm_archive_lookup_index"
"ch/211413.arc","ch","211413","211413","base","75488","not_present_in_gbm_archive_lookup_index"
"ch/211414_vfx.arc","ch","211414_vfx","211414","vfx","138216","not_present_in_gbm_archive_lookup_index"
"ch/211414.arc","ch","211414","211414","base","91800","not_present_in_gbm_archive_lookup_index"
"ch/211415_vfx.arc","ch","211415_vfx","211415","vfx","143528","not_present_in_gbm_archive_lookup_index"
"ch/211415.arc","ch","211415","211415","base","215376","not_present_in_gbm_archive_lookup_index"
"ch/211416_vfx.arc","ch","211416_vfx","211416","vfx","152768","not_present_in_gbm_archive_lookup_index"
"ch/211416.arc","ch","211416","211416","base","110936","not_present_in_gbm_archive_lookup_index"
"ch/211417_vfx.arc","ch","211417_vfx","211417","vfx","138088","not_present_in_gbm_archive_lookup_index"
"ch/211417.arc","ch","211417","211417","base","131880","not_present_in_gbm_archive_lookup_index"
"ch/211418_vfx.arc","ch","211418_vfx","211418","vfx","163336","not_present_in_gbm_archive_lookup_index"
"ch/211418.arc","ch","211418","211418","base","62272","not_present_in_gbm_archive_lookup_index"
"ch/211419_vfx.arc","ch","211419_vfx","211419","vfx","139624","not_present_in_gbm_archive_lookup_index"
"ch/211419.arc","ch","211419","211419","base","101152","not_present_in_gbm_archive_lookup_index"
"ch/211500_vfx.arc","ch","211500_vfx","211500","vfx","306680","not_present_in_gbm_archive_lookup_index"
"ch/211500.arc","ch","211500","211500","base","55496","not_present_in_gbm_archive_lookup_index"
"ch/211501_vfx.arc","ch","211501_vfx","211501","vfx","295280","not_present_in_gbm_archive_lookup_index"
"ch/211501.arc","ch","211501","211501","base","80456","not_present_in_gbm_archive_lookup_index"
"ch/211502_vfx.arc","ch","211502_vfx","211502","vfx","306168","not_present_in_gbm_archive_lookup_index"
"ch/211502.arc","ch","211502","211502","base","48368","not_present_in_gbm_archive_lookup_index"
"ch/211503_vfx.arc","ch","211503_vfx","211503","vfx","348096","not_present_in_gbm_archive_lookup_index"
"ch/211503.arc","ch","211503","211503","base","64960","not_present_in_gbm_archive_lookup_index"
"ch/211504_vfx.arc","ch","211504_vfx","211504","vfx","348800","not_present_in_gbm_archive_lookup_index"
"ch/211504.arc","ch","211504","211504","base","78552","not_present_in_gbm_archive_lookup_index"
"ch/211505_vfx.arc","ch","211505_vfx","211505","vfx","324896","not_present_in_gbm_archive_lookup_index"
"ch/211505.arc","ch","211505","211505","base","72848","not_present_in_gbm_archive_lookup_index"
"ch/211506_vfx.arc","ch","211506_vfx","211506","vfx","313800","not_present_in_gbm_archive_lookup_index"
"ch/211506.arc","ch","211506","211506","base","73064","not_present_in_gbm_archive_lookup_index"
"ch/211507_vfx.arc","ch","211507_vfx","211507","vfx","318088","not_present_in_gbm_archive_lookup_index"
"ch/211507.arc","ch","211507","211507","base","80160","not_present_in_gbm_archive_lookup_index"
"ch/211508_vfx.arc","ch","211508_vfx","211508","vfx","295488","not_present_in_gbm_archive_lookup_index"
"ch/211508.arc","ch","211508","211508","base","77144","not_present_in_gbm_archive_lookup_index"
"ch/211509_vfx.arc","ch","211509_vfx","211509","vfx","295288","not_present_in_gbm_archive_lookup_index"
"ch/211509.arc","ch","211509","211509","base","95808","not_present_in_gbm_archive_lookup_index"
"ch/211510_vfx.arc","ch","211510_vfx","211510","vfx","405424","not_present_in_gbm_archive_lookup_index"
"ch/211510.arc","ch","211510","211510","base","114432","not_present_in_gbm_archive_lookup_index"
"ch/211513_vfx.arc","ch","211513_vfx","211513","vfx","295264","not_present_in_gbm_archive_lookup_index"
"ch/211513.arc","ch","211513","211513","base","78336","not_present_in_gbm_archive_lookup_index"
"ch/211514_vfx.arc","ch","211514_vfx","211514","vfx","295456","not_present_in_gbm_archive_lookup_index"
"ch/211514.arc","ch","211514","211514","base","76840","not_present_in_gbm_archive_lookup_index"
"ch/211515_vfx.arc","ch","211515_vfx","211515","vfx","295488","not_present_in_gbm_archive_lookup_index"
"ch/211515.arc","ch","211515","211515","base","88840","not_present_in_gbm_archive_lookup_index"
"ch/211516_vfx.arc","ch","211516_vfx","211516","vfx","295656","not_present_in_gbm_archive_lookup_index"
"ch/211516.arc","ch","211516","211516","base","145552","not_present_in_gbm_archive_lookup_index"
"ch/211517_vfx.arc","ch","211517_vfx","211517","vfx","324472","not_present_in_gbm_archive_lookup_index"
"ch/211517.arc","ch","211517","211517","base","94840","not_present_in_gbm_archive_lookup_index"
"ch/211518_vfx.arc","ch","211518_vfx","211518","vfx","295472","not_present_in_gbm_archive_lookup_index"
"ch/211518.arc","ch","211518","211518","base","99480","not_present_in_gbm_archive_lookup_index"
"ch/211601_vfx.arc","ch","211601_vfx","211601","vfx","301576","not_present_in_gbm_archive_lookup_index"
"ch/211601.arc","ch","211601","211601","base","160456","not_present_in_gbm_archive_lookup_index"
"ch/211602_vfx.arc","ch","211602_vfx","211602","vfx","301240","not_present_in_gbm_archive_lookup_index"
"ch/211602.arc","ch","211602","211602","base","88344","not_present_in_gbm_archive_lookup_index"
"ch/211603_vfx.arc","ch","211603_vfx","211603","vfx","300000","not_present_in_gbm_archive_lookup_index"
"ch/211603.arc","ch","211603","211603","base","72968","not_present_in_gbm_archive_lookup_index"
"ch/211604_vfx.arc","ch","211604_vfx","211604","vfx","298360","not_present_in_gbm_archive_lookup_index"
"ch/211604.arc","ch","211604","211604","base","69912","not_present_in_gbm_archive_lookup_index"
"ch/211605_vfx.arc","ch","211605_vfx","211605","vfx","298368","not_present_in_gbm_archive_lookup_index"
"ch/211605.arc","ch","211605","211605","base","155464","not_present_in_gbm_archive_lookup_index"
"ch/211606_vfx.arc","ch","211606_vfx","211606","vfx","301576","not_present_in_gbm_archive_lookup_index"
"ch/211606.arc","ch","211606","211606","base","127680","not_present_in_gbm_archive_lookup_index"
"ch/211607_vfx.arc","ch","211607_vfx","211607","vfx","303360","not_present_in_gbm_archive_lookup_index"
"ch/211607.arc","ch","211607","211607","base","277504","not_present_in_gbm_archive_lookup_index"
"ch/211608_vfx.arc","ch","211608_vfx","211608","vfx","301376","not_present_in_gbm_archive_lookup_index"
"ch/211608.arc","ch","211608","211608","base","89432","not_present_in_gbm_archive_lookup_index"
"ch/211609_vfx.arc","ch","211609_vfx","211609","vfx","349416","not_present_in_gbm_archive_lookup_index"
"ch/211609.arc","ch","211609","211609","base","93616","not_present_in_gbm_archive_lookup_index"
"ch/211700_vfx.arc","ch","211700_vfx","211700","vfx","356616","not_present_in_gbm_archive_lookup_index"
"ch/211700.arc","ch","211700","211700","base","58536","not_present_in_gbm_archive_lookup_index"
"ch/211701_vfx.arc","ch","211701_vfx","211701","vfx","341776","not_present_in_gbm_archive_lookup_index"
"ch/211701.arc","ch","211701","211701","base","95400","not_present_in_gbm_archive_lookup_index"
"ch/211702_vfx.arc","ch","211702_vfx","211702","vfx","152792","not_present_in_gbm_archive_lookup_index"
"ch/211702.arc","ch","211702","211702","base","83136","not_present_in_gbm_archive_lookup_index"
"ch/211703_vfx.arc","ch","211703_vfx","211703","vfx","350896","not_present_in_gbm_archive_lookup_index"
"ch/211703.arc","ch","211703","211703","base","91440","not_present_in_gbm_archive_lookup_index"
"ch/211704_vfx.arc","ch","211704_vfx","211704","vfx","350824","not_present_in_gbm_archive_lookup_index"
"ch/211704.arc","ch","211704","211704","base","61120","not_present_in_gbm_archive_lookup_index"
"ch/211705_vfx.arc","ch","211705_vfx","211705","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211705.arc","ch","211705","211705","base","59056","not_present_in_gbm_archive_lookup_index"
"ch/211706_vfx.arc","ch","211706_vfx","211706","vfx","33896","not_present_in_gbm_archive_lookup_index"
"ch/211706.arc","ch","211706","211706","base","58568","not_present_in_gbm_archive_lookup_index"
"ch/211707_vfx.arc","ch","211707_vfx","211707","vfx","376304","not_present_in_gbm_archive_lookup_index"
"ch/211707.arc","ch","211707","211707","base","90480","not_present_in_gbm_archive_lookup_index"
"ch/211708_vfx.arc","ch","211708_vfx","211708","vfx","350920","not_present_in_gbm_archive_lookup_index"
"ch/211708.arc","ch","211708","211708","base","68728","not_present_in_gbm_archive_lookup_index"
"ch/211709_vfx.arc","ch","211709_vfx","211709","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211709.arc","ch","211709","211709","base","65800","not_present_in_gbm_archive_lookup_index"
"ch/211711_vfx.arc","ch","211711_vfx","211711","vfx","329552","not_present_in_gbm_archive_lookup_index"
"ch/211711.arc","ch","211711","211711","base","185480","not_present_in_gbm_archive_lookup_index"
"ch/211712_vfx.arc","ch","211712_vfx","211712","vfx","366408","not_present_in_gbm_archive_lookup_index"
"ch/211712.arc","ch","211712","211712","base","83368","not_present_in_gbm_archive_lookup_index"
"ch/211713_vfx.arc","ch","211713_vfx","211713","vfx","329568","not_present_in_gbm_archive_lookup_index"
"ch/211713.arc","ch","211713","211713","base","75536","not_present_in_gbm_archive_lookup_index"
"ch/211714_vfx.arc","ch","211714_vfx","211714","vfx","329760","not_present_in_gbm_archive_lookup_index"
"ch/211714.arc","ch","211714","211714","base","64128","not_present_in_gbm_archive_lookup_index"
"ch/211715_vfx.arc","ch","211715_vfx","211715","vfx","329672","not_present_in_gbm_archive_lookup_index"
"ch/211715.arc","ch","211715","211715","base","142576","not_present_in_gbm_archive_lookup_index"
"ch/211716_vfx.arc","ch","211716_vfx","211716","vfx","374008","not_present_in_gbm_archive_lookup_index"
"ch/211716.arc","ch","211716","211716","base","57608","not_present_in_gbm_archive_lookup_index"
"ch/211717_vfx.arc","ch","211717_vfx","211717","vfx","182456","not_present_in_gbm_archive_lookup_index"
"ch/211717.arc","ch","211717","211717","base","105392","not_present_in_gbm_archive_lookup_index"
"ch/211718_vfx.arc","ch","211718_vfx","211718","vfx","137952","not_present_in_gbm_archive_lookup_index"
"ch/211718.arc","ch","211718","211718","base","163768","not_present_in_gbm_archive_lookup_index"
"ch/211720_vfx.arc","ch","211720_vfx","211720","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211720.arc","ch","211720","211720","base","90600","not_present_in_gbm_archive_lookup_index"
"ch/211721_vfx.arc","ch","211721_vfx","211721","vfx","465728","not_present_in_gbm_archive_lookup_index"
"ch/211721.arc","ch","211721","211721","base","93696","not_present_in_gbm_archive_lookup_index"
"ch/211722_vfx.arc","ch","211722_vfx","211722","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211722.arc","ch","211722","211722","base","75856","not_present_in_gbm_archive_lookup_index"
"ch/211723_vfx.arc","ch","211723_vfx","211723","vfx","374016","not_present_in_gbm_archive_lookup_index"
"ch/211723.arc","ch","211723","211723","base","57696","not_present_in_gbm_archive_lookup_index"
"ch/211724_vfx.arc","ch","211724_vfx","211724","vfx","373936","not_present_in_gbm_archive_lookup_index"
"ch/211724.arc","ch","211724","211724","base","56208","not_present_in_gbm_archive_lookup_index"
"ch/211726_vfx.arc","ch","211726_vfx","211726","vfx","151360","not_present_in_gbm_archive_lookup_index"
"ch/211726.arc","ch","211726","211726","base","51696","not_present_in_gbm_archive_lookup_index"
"ch/211728_vfx.arc","ch","211728_vfx","211728","vfx","378360","not_present_in_gbm_archive_lookup_index"
"ch/211728.arc","ch","211728","211728","base","67120","not_present_in_gbm_archive_lookup_index"
"ch/211729_vfx.arc","ch","211729_vfx","211729","vfx","373976","not_present_in_gbm_archive_lookup_index"
"ch/211729.arc","ch","211729","211729","base","54888","not_present_in_gbm_archive_lookup_index"
"ch/211730_vfx.arc","ch","211730_vfx","211730","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211730.arc","ch","211730","211730","base","57848","not_present_in_gbm_archive_lookup_index"
"ch/211731_vfx.arc","ch","211731_vfx","211731","vfx","373984","not_present_in_gbm_archive_lookup_index"
"ch/211731.arc","ch","211731","211731","base","60136","not_present_in_gbm_archive_lookup_index"
"ch/211733_vfx.arc","ch","211733_vfx","211733","vfx","317688","not_present_in_gbm_archive_lookup_index"
"ch/211733.arc","ch","211733","211733","base","70576","not_present_in_gbm_archive_lookup_index"
"ch/211739_vfx.arc","ch","211739_vfx","211739","vfx","386992","not_present_in_gbm_archive_lookup_index"
"ch/211739.arc","ch","211739","211739","base","46504","not_present_in_gbm_archive_lookup_index"
"ch/211741_vfx.arc","ch","211741_vfx","211741","vfx","380672","not_present_in_gbm_archive_lookup_index"
"ch/211741.arc","ch","211741","211741","base","68440","not_present_in_gbm_archive_lookup_index"
"ch/211742_vfx.arc","ch","211742_vfx","211742","vfx","382456","not_present_in_gbm_archive_lookup_index"
"ch/211742.arc","ch","211742","211742","base","52416","not_present_in_gbm_archive_lookup_index"
"ch/211743_vfx.arc","ch","211743_vfx","211743","vfx","373944","not_present_in_gbm_archive_lookup_index"
"ch/211743.arc","ch","211743","211743","base","62376","not_present_in_gbm_archive_lookup_index"
"ch/211744_vfx.arc","ch","211744_vfx","211744","vfx","373904","not_present_in_gbm_archive_lookup_index"
"ch/211744.arc","ch","211744","211744","base","56008","not_present_in_gbm_archive_lookup_index"
"ch/211745_vfx.arc","ch","211745_vfx","211745","vfx","341800","not_present_in_gbm_archive_lookup_index"
"ch/211745.arc","ch","211745","211745","base","141480","not_present_in_gbm_archive_lookup_index"
"ch/211746_vfx.arc","ch","211746_vfx","211746","vfx","168976","not_present_in_gbm_archive_lookup_index"
"ch/211746.arc","ch","211746","211746","base","87376","not_present_in_gbm_archive_lookup_index"
"ch/211748_vfx.arc","ch","211748_vfx","211748","vfx","350824","not_present_in_gbm_archive_lookup_index"
"ch/211748.arc","ch","211748","211748","base","185864","not_present_in_gbm_archive_lookup_index"
"ch/211749_vfx.arc","ch","211749_vfx","211749","vfx","369912","not_present_in_gbm_archive_lookup_index"
"ch/211749.arc","ch","211749","211749","base","97856","not_present_in_gbm_archive_lookup_index"
"ch/211750_vfx.arc","ch","211750_vfx","211750","vfx","392784","not_present_in_gbm_archive_lookup_index"
"ch/211750.arc","ch","211750","211750","base","242624","not_present_in_gbm_archive_lookup_index"
